alias_phrase,pattern,type,category,subtype,google_leaf,support_products,dominant_count,precision,confidence,vendor_count,mapping_variants,example_titles
headache rack w integrated taillights,\b(?:headache\s+rack\s+w\s+integrated\s+taillights)\b,Bed Accessories,Bed Accessories,Headache Racks,Motor Vehicle Roll Cages & Bars,10,9,0.9,0.5689,1,2,Royalty Core RC88 Headache Rack w/ Integrated Taillights 10-22 Ram 6.7L Cummins | Royalty Core RC88T Billet Headache Rack w/ Integrated Taillights & Dura PODs 07.5-19 GM 6.6L Duramax | Royalty Core RC88T Billet Headache Rack w/ Integrated Taillights & Dura PODs 2020 GM 6.6L Duramax
liner set w 2 piece,\b(?:liner\s+set\s+w\s+2\s+piece)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Floor Mats,Motor Vehicle Interior Fittings,10,9,0.9,0.5689,1,2,WeatherTech DigitalFit Floor Liner Set (w/ 2 Piece Front) 08-10 Ford SuperDuty Crew Cab | WeatherTech DigitalFit Floor Liner Set (w/ 2 Piece Front) 08-10 Ford SuperDuty Extended Cab | WeatherTech DigitalFit Floor Liner Set (w/ 2 Piece Front) 11-12 Ford SuperDuty
poly rib hd serpentine belt,\b(?:poly\s+rib\s+hd\s+serpentine\s+belt)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,10,9,0.9,0.5689,1,2,Dayco Poly Rib HD Serpentine Belt 03-07 Ford 6.0L Powerstroke With Dual Alternators | Dayco Poly Rib HD Serpentine Belt 14-23 Ram 3.0L EcoDiesel 1500 | Dayco Poly Rib HD Serpentine Belt 16-22 GM 2.8L Duramax LWN Canyon/Colorado
replacement cold weather battery cable,\b(?:replacement\s+cold\s+weather\s+battery\s+cable)\b,Electrical Components,Electrical Components,Battery Cables,Motor Vehicle Power & Electrical Systems,10,9,0.9,0.5689,1,2,Custom Battery Cables Replacement Cold Weather Battery Cable Set 03-07 6.0L Ford Powerstroke | Custom Battery Cables Replacement Cold Weather Battery Cable Set 03-07 Dodge 5.9L Cummins | Custom Battery Cables Replacement Cold Weather Battery Cable Set 07.5-09 Dodge 6.7L Cummins
scorcher blue bluetooth power module,\b(?:scorcher\s+blue\s+bluetooth\s+power\s+module)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,10,9,0.9,0.5689,1,2,AFE Scorcher Blue Bluetooth Power Module 07.5-12 Ram 6.7L Cummins | AFE Scorcher Blue Bluetooth Power Module 11-14 GM 6.6L Duramax LML | AFE Scorcher Blue Bluetooth Power Module 11-16 Ford 6.7L Powerstroke
set w 2 piece front,\b(?:set\s+w\s+2\s+piece\s+front)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Floor Mats,Motor Vehicle Interior Fittings,10,9,0.9,0.5689,1,2,WeatherTech DigitalFit Floor Liner Set (w/ 2 Piece Front) 08-10 Ford SuperDuty Crew Cab | WeatherTech DigitalFit Floor Liner Set (w/ 2 Piece Front) 08-10 Ford SuperDuty Extended Cab | WeatherTech DigitalFit Floor Liner Set (w/ 2 Piece Front) 11-12 Ford SuperDuty
sway bar link kit for,\b(?:sway\s+bar\s+link\s+kit\s+for)\b,Suspension & Steering,Suspension & Steering,Sway Bar Related,Motor Vehicle Suspension Parts,10,9,0.9,0.5689,2,2,"BDS Suspension Front Sway Bar Link Kit for 2-4"" Lift 03-13 Ram 2500 4WD & 03-12 Ram 3500 4WD | BDS Suspension Front Sway Bar Link Kit for 2.5"" Lift 99-04 Ford F-250/F-350 4WD | BDS Suspension Front Sway Bar Link Kit for 4"" Lift 99-04 Ford F-250/F-350 4WD"
front sway bar link,\b(?:front\s+sway\s+bar\s+link)\b,Suspension & Steering,Suspension & Steering,Sway Bar Related,Motor Vehicle Suspension Parts,10,9,0.9,0.5689,3,2,"Apex Chassis Front Sway Bar Link 00-02 Dodge Ram 2500 / 3500 | BDS Suspension Front Sway Bar Link Disconnect Kit 03-13 Dodge Ram 2500/3500 4WD | BDS Suspension Front Sway Bar Link Extension Kit for 6"" Lift 03-07 Dodge Ram 2500/3500 4WD"
fuel injection control module,\b(?:fuel\s+injection\s+control\s+module)\b,Fuel Related,Fuel Related,Fuel Modules,Motor Vehicle Fuel Systems,10,9,0.9,0.5689,4,2,Alliant AP65122 Fuel Injection Control Module (FICM) 2003 Powerstroke | Alliant AP65122N (No Core) Fuel Injection Control Module (FICM) 2003 Powerstroke | Alliant AP65123 Fuel Injection Control Module (FICM) 03-04 Powerstroke
power magnum flow pro,\b(?:power\s+magnum\s+flow\s+pro)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,10,9,0.9,0.5689,1,2,"AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (4"" ID x 6"" L x 4.75"" W x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (5"" ID x 7.5""-9"" L x 5.5""-6.75"" W x 7"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter - Universal (4.75""-6.75"" ID x 6.25""-8.25"" L x 5""-7.25"" W x 9"" H)"
billet output shaft,\b(?:billet\s+output\s+shaft)\b,Automatic Transmission,Automatic Transmission,Shafts,Motor Vehicle Transmission & Drivetrain Parts,10,9,0.9,0.5689,5,2,ATS 3049302188 Billet Output Shaft 96-02 Dodge 5.9L Cummins | ATS 3049302272 Billet Output Shaft 03-07 Dodge 5.9L Cummins | ATS 3049303104 Billet Output Shaft E4OD / 4R100 Ford Powerstroke
edition valve body,\b(?:edition\s+valve\s+body)\b,Automatic Transmission,Automatic Transmission,Valve Bodies,Motor Vehicle Transmission & Drivetrain Parts,10,9,0.9,0.5689,1,2,ATS 3039012164 Racing Edition Valve Body 94-95 Dodge 5.9L Cummins 47RH | ATS 3039012188 Racing Edition Valve Body 96-98 5.9L Cummins 47RE | ATS 3039012218 Racing Edition Valve Body 98.5-99 Dodge 5.9L Cummins 47RE
ifp front shock,\b(?:ifp\s+front\s+shock)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,10,9,0.9,0.5689,2,2,"FOX 2.0 Performance IFP Front Shock 01-10 GM 2500HD / 3500 | FOX 2.0 Performance IFP Front Shock 99-04 Ford SuperDuty | FOX 2.0 Performance Series IFP Front Shock 2-6"" Lift 20-23 Jeep Wrangler JL"
inline exhaust brake,\b(?:inline\s+exhaust\s+brake)\b,Exhaust Brakes / Engine Brakes,Exhaust Brakes / Engine Brakes,,Motor Vehicle Braking,10,9,0.9,0.5689,2,2,"BD 1027150 Remote Mount In-Line Exhaust Brake 11-16 6.7L Ford Powerstroke | BD 1028130 Universal 3"" Inline Exhaust Brake Kit W/Compressor | BD 1028135 Universal 3.5"" Inline Exhaust Brake Kit W/Compressor"
piece exhaust manifold,\b(?:piece\s+exhaust\s+manifold)\b,Exhaust,Exhaust,Exhaust Manifolds,Motor Vehicle Exhaust,10,9,0.9,0.5689,3,2,ATS Pulse Flow 2 Piece Exhaust Manifold Kit (T3) 03-07 Ram 5.9L Cummins | ATS Pulse Flow 2 Piece Exhaust Manifold Kit (T4) 03-07 Ram 5.9L Cummins | ATS Pulse Flow 2 Piece Exhaust Manifold Kit 07.5-18 Ram 6.7L Cummins
projector headlights with,\b(?:projector\s+headlights\s+with)\b,Lighting,Lighting,Headlights,Motor Vehicle Lighting,10,9,0.9,0.5689,1,2,RECON 264276BKC Smoked Projector Headlights with OLED DRL and Amber LED Turn Signals 14-18 Ram | RECON Clear Projector Headlights with CCFL Halos 06-09 Dodge Ram | RECON Clear/Chrome Projector Headlights with OLED Halos 02-05 Dodge Ram
radiator hose kit,\b(?:radiator\s+hose\s+kit)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Coolant Hoses,Motor Vehicle Engine Parts,10,9,0.9,0.5689,3,2,AFE BladeRunner Silicone Radiator Hose Kit 03-09 Dodge 5.9L / 6.7L Cummins | Mishimoto Silicone Radiator Hose Kit 03-07 Ford 6.0L Powerstroke | Mishimoto Silicone Radiator Hose Kit 03-09 Dodge 5.9L / 6.7L Cummins
reservoir front shocks,\b(?:reservoir\s+front\s+shocks)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,10,9,0.9,0.5689,2,2,"Fox 2.5 Factory Series Remote Reservoir Front Shocks (Pair) 13-23 Ram 3500 / 14-23 Ram 2500 | ICON 2.5"" Piggyback Reservoir Front Shocks 6-8"" Lift 11-16 GM 2500/3500 HD | ICON 2.5"" Piggyback Reservoir Front Shocks with CDCV 6-8"" Lift 11-16 GM 2500/3500 HD"
water pump with,\b(?:water\s+pump\s+with)\b,Engine Components,Engine Components,Water Pumps,Motor Vehicle Engine Parts,10,9,0.9,0.5689,3,2,Dayco Water Pump | With Housing | 06-16 GM 2500HD/3500 6.6L Duramax | Diesel Site Cast Iron Water Pump with Gasket 94-18 Dodge 5.9L / 6.7L Cummins | DieselSite Improved Water Pump With Billet Impeller 03-04 Ford 6.0L Powerstroke
47re transmission,\b(?:47re\s+transmission)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,10,9,0.9,0.5689,2,2,BD Performance 47RE Transmission 00-02 Dodge 5.9L Cummins BD1064182F / 1064184F | BD Performance 47RE Transmission 96-98 Dodge 5.9L Cummins 4WD 1064164F | BD Performance 47RE Transmission 98.5-99 Dodge 5.9L Cummins 4WD
alpha xd,\b(?:alpha\s+xd)\b,Suspension & Steering,Suspension & Steering,Air Bags,Motor Vehicle Suspension Parts,10,9,0.9,0.5689,1,2,PacBrake Alpha XD 7500 Air Spring Kit 17-24 Ford F250/F350/F450 Superduty | PacBrake Alpha XD 7500 Air Suspension Kit 07-24 Sprinter 3500/4500 Dually | PacBrake Alpha XD 7500 Air Suspension Kit 11-16 Ford 6.7L Powerstroke F-250/350 2WD/4WD
mesh grille,\b(?:mesh\s+grille)\b,Grilles,Grilles,,Motor Vehicle Frame & Body Parts,10,9,0.9,0.5689,2,2,Royalty Core RC2 Twin Mesh Grille 11-16 Ford 6.7L Powerstroke | Royalty Core RC2 Twin Mesh Grille 13-18 Ram 6.7L Cummins | Royalty Core RC2 Twin Mesh Grille 14-18 Ram 1500 3.0L EcoDiesel
outlaw drop,\b(?:outlaw\s+drop)\b,Running Boards & Steps,Running Boards & Steps,Vehicle Accessories,Vehicle Parts & Accessories,10,9,0.9,0.5689,1,2,Westin Outlaw Drop Nerf Bars 09-24 Ram 1500/2500/3500 Quad Cab & Crew Cab | Westin Outlaw Drop Nerf Bars 15-19 GM 2500HD/3500HD Crew & Double Cab | Westin Outlaw Drop Nerf Bars 17-26 Ford F-250/F-350/F-450/F-550 Super Duty Cab
phatshaft turbo,\b(?:phatshaft\s+turbo)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Fuel Systems,10,9,0.9,0.5689,1,2,Industrial Injection PhatShaft Turbo 03-04 Dodge 5.9L Cummins | Industrial Injection PhatShaft Turbo 04.5-07 Dodge 5.9L Cummins | Industrial Injection PhatShaft Turbo 94-02 Dodge 5.9L Cummins
single exhaust,\b(?:single\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,10,9,0.9,0.5689,4,2,"AFE Large Bore-HD 5"" 409 Stainless Steel DPF-Back Single Exhaust  20-23 GM 6.6L Duramax | BD-Power Single Exhaust Manifold Kit 08-10 Ford 6.4L Powerstroke | Diamond Eye 4"" Aluminized Turbo Back Single Exhaust 00-03 7.3L Ford F-550 Rollover Powerstroke"
sureflo performance,\b(?:sureflo\s+performance)\b,Fuel Related,Fuel Related,Fuel Tank Sending Units,Motor Vehicle Fuel Systems,10,9,0.9,0.5689,1,2,Fleece Performance SureFlo Performance Fuel Tank Sending Unit 01-04 GM 6.6L Duramax LB7 | Fleece Performance SureFlo Performance Fuel Tank Sending Unit 03-09 Dodge 5.9L / 6.7L Cummins | Fleece Performance SureFlo Performance Fuel Tank Sending Unit 04.5-10 GM 6.6L Duramax
0 performance ifp rear shock,\b(?:0\s+performance\s+ifp\s+rear\s+shock)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,"FOX 2.0 Performance IFP Rear Shock 01-19 GM 2500HD / 3500 | Fox 2.0 Performance IFP Rear Shock 0-1"" Lift 16-22 GM 2.8L Canyon/Colorado | Fox 2.0 Performance IFP Rear Shock 0-3"" Lift 20-24 GM 2500HD / 3500"
3 5 sst lift kit,\b(?:3\s+5\s+sst\s+lift\s+kit)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,"ReadyLIFT 3.5"" SST Lift Kit 11-19 GM 2500HD | ReadyLIFT 3.5"" SST Lift Kit 17-22 Ford F-250 / F-350 SuperDuty | ReadyLIFT 69-2531 3.5"" SST Lift Kit 11-16 Ford 6.7L Powerstroke w/2pc Drive Shaft"
4 stainless steel turbo back,\b(?:4\s+stainless\s+steel\s+turbo\s+back)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,8,8,1.0,0.5507,1,1,"Diamond Eye 4"" Stainless Steel Turbo Back Dual Outlet Exhaust 00-03 7.3L Ford Powerstroke | Diamond Eye 4"" Stainless Steel Turbo Back Dual Outlet Exhaust 98.5-02 Dodge 5.9L Cummins K4214S | Diamond Eye 4"" Stainless Steel Turbo Back Exhaust with Stock Cat 94-97 7.3L PowerStroke K4306S"
5 radius arm suspension system,\b(?:5\s+radius\s+arm\s+suspension\s+system)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,2,1,"Carli 6"" King Pintop 2.5 Radius Arm Suspension System 03-09 Ram 5.9L / 6.7L Cummins | Carli 6"" King Pintop 2.5 Radius Arm Suspension System 10-13 Ram 2500 / 10-12 Ram 3500 6.7L Cummins | Carli 6"" UnChained 3.5 Radius Arm Suspension System 03-09 Ram 5.9L / 6.7L Cummins"
5 turbo back aluminized exhaust,\b(?:5\s+turbo\s+back\s+aluminized\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,8,8,1.0,0.5507,2,1,"MBRP Armor Lite 5"" Turbo Back Aluminized Exhaust 03-07 Ford 6.0L Powerstroke | MBRP Armor Lite 5"" Turbo Back Aluminized Exhaust System with Muffler 03-04 Dodge 5.9L Cummins | MBRP Armor Lite 5"" Turbo Back Aluminized Exhaust System with Muffler 98.5-02 Dodge 5.9L Cummins"
50 horsepower injector nozzle set,\b(?:50\s+horsepower\s+injector\s+nozzle\s+set)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,Dynomite Diesel 15% Over 50 Horsepower Injector Nozzle Set 03-04 Dodge 5.9L Cummins | Dynomite Diesel 15% Over 50 Horsepower Injector Nozzle Set 04.5-07 Dodge 5.9L Cummins | Dynomite Diesel 15% Over 50 Horsepower Injector Nozzle Set 08-10 6.4L Ford Powerstroke
armor lite 4 dpf back,\b(?:armor\s+lite\s+4\s+dpf\s+back)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,8,8,1.0,0.5507,1,1,"MBRP Armor Lite 4"" DPF Back Aluminized Exhaust Kit without Muffler 07.5-12 Dodge 6.7L Cummins | MBRP Armor Lite 4"" DPF Back Aluminized Exhaust System without Muffler 07.5-10 GM 6.6L Duramax LMM | MBRP Armor Lite 4"" DPF Back Aluminized Exhaust System without Muffler 08-10 Ford 6.4L Powerstroke"
body ifp hto front shock,\b(?:body\s+ifp\s+hto\s+front\s+shock)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,"Fox 2.5 Performance Smooth Body IFP HTO Front Shock 0-1"" Lift 11-19 GM 6.6L Duramax | Fox 2.5 Performance Smooth Body IFP HTO Front Shock 0-1.5"" Lift 14-24 Ram 2500/3500 | Fox 2.5 Performance Smooth Body IFP HTO Front Shock 1.5-3.5"" Lift 11-19 GM 2500HD/3500"
diameter series 5 pushrods set,\b(?:diameter\s+series\s+5\s+pushrods\s+set)\b,Engine Components,Engine Components,Tappets / Push Rods,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,"Manton 1/2"" Diameter Series 5 Pushrods (Set of 12) 98.5-18 Dodge 5.9L / 6.7L Cummins | Manton 3/8"" Diameter Series 5 Pushrods (Set of 12) 89-98 Dodge 5.9L Cummins 12 Valve | Manton 3/8"" Diameter Series 5 Pushrods (Set of 12) 98.5-18 Dodge 5.9L / 6.7L Cummins"
door weatherstrip seal drv or,\b(?:door\s+weatherstrip\s+seal\s+drv\s+or)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,8,8,1.0,0.5507,1,1,Fairchild Front Door Weatherstrip Seal | Drv or Pass Side | 81-93 Dodge Ram 250/350 | Fairchild Front Door Weatherstrip Seal | Drv or Pass Side | Ext Cab | 07.5-13 GM 2500HD/3500 | Fairchild Front Door Weatherstrip Seal | Drv or Pass Side | Quad Cab | 98-99 Dodge Ram 2500/3500
door weatherstrip seal kit drv,\b(?:door\s+weatherstrip\s+seal\s+kit\s+drv)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,8,8,1.0,0.5507,1,1,Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | 81-93 Dodge Ram 250/350 | Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | Ext Cab | 07.5-13 GM 2500HD/3500 | Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | Quad Cab | 98-99 Dodge Ram 2500/3500
dropin replacement performance turbo with,\b(?:dropin\s+replacement\s+performance\s+turbo\s+with)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Drop-In Replacement Performance Turbo with 61mm Billet Compressor Wheel 15-16 6.7L Ford Powerstroke | Drop-In Replacement Performance Turbo with 61mm Billet Compressor Wheel 17-19 6.7L Ford Powerstroke | Drop-In Replacement Performance Turbo with 63mm Billet Compressor Wheel 15-16 6.7L Ford Powerstroke
dry s proguard 7 air,\b(?:dry\s+s\s+proguard\s+7\s+air)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,"AFE Power Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter - Universal (6"" ID x 8-1/8"" Base/Top x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (4"" ID x 6"" L x 4.75"" W x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (5"" ID x 7.5""-9"" L x 5.5""-6.75"" W x 7"" H)"
dual high pressure fuel kit,\b(?:dual\s+high\s+pressure\s+fuel\s+kit)\b,Fuel Related,Fuel Related,Injection Pumps,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,H&S Motorsports Dual High Pressure Fuel Kit WITH CP3 04.5-07 Ram 5.9L Cummins | H&S Motorsports Dual High Pressure Fuel Kit WITH CP3 07.5-18 Ram 6.7L Cummins | H&S Motorsports Dual High Pressure Fuel Kit WITHOUT CP3 03-07 Cummins
dual steering stabilizer kit with,\b(?:dual\s+steering\s+stabilizer\s+kit\s+with)\b,Suspension & Steering,Suspension & Steering,Steering Stabilizers,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,3,1,BDS Suspension Dual Steering Stabilizer Kit With Nitro/Fox Shocks T-Style Steering 19-25 Ram 2500 | 19-24 Ram 3500 | BDS Suspension Dual Steering Stabilizer Kit with FOX 2.0 Shocks 03-13 Ram 2500 / 03-12 Ram 3500 | BDS Suspension Dual Steering Stabilizer Kit with Fox 2.0 Shocks 14-18 Ram 2500 / 13-18 Ram 3500
economy series remanufactured injector set,\b(?:economy\s+series\s+remanufactured\s+injector\s+set)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,Dynomite Diesel Economy Series Remanufactured Injector Set 01-04 6.6L GM Duramax LB7 | Dynomite Diesel Economy Series Remanufactured Injector Set 03-04 Dodge 5.9L Cummins | Dynomite Diesel Economy Series Remanufactured Injector Set 04.5-05 6.6L GM Duramax LLY
electronic boost gauge and sensor,\b(?:electronic\s+boost\s+gauge\s+and\s+sensor)\b,Gauges,Gauges,Boost Gauges,Motor Vehicle Sensors & Gauges,8,8,1.0,0.5507,1,1,Isspro EV2 Electronic Boost Gauge And Sensor 0-60psi R38000-Style | Isspro EV2 Electronic Boost Gauge And Sensor R14000-Style | Isspro EV2 Electronic Boost Gauge And Sensor R17000-Style
fox 2 0 ifp shocks,\b(?:fox\s+2\s+0\s+ifp\s+shocks)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,2,1,"BDS Suspension 2"" Coilover Leveling Kit Fox 2.0 IFP Shocks 13-18 Ram 1500 Without Air Ride | Cognito 110-P0753 Performance Leveling Kit With Fox 2.0 IFP Shocks 01-10 GM 6.6L Duramax 2500/3500 | Cognito 110-P0779 Performance Leveling Kit With Fox 2.0 IFP Shocks 20-25 6.6L GM Duramax L5P"
front door weatherstrip seal kit,\b(?:front\s+door\s+weatherstrip\s+seal\s+kit)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,8,8,1.0,0.5507,1,1,Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | 81-93 Dodge Ram 250/350 | Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | Ext Cab | 07.5-13 GM 2500HD/3500 | Fairchild Front Door Weatherstrip Seal Kit | Drv & Pass Side | Quad Cab | 98-99 Dodge Ram 2500/3500
full pillar gauge kit egt,\b(?:full\s+pillar\s+gauge\s+kit\s+egt)\b,Gauges,Gauges,Gauge Packages,Motor Vehicle Sensors & Gauges,8,8,1.0,0.5507,1,1,"Auto Meter Dual Full Pillar Gauge Kit (EGT, Boost) 98-02 Dodge Ram 5.9L Cummins | Auto Meter Dual Full Pillar Gauge Kit (EGT, Boost) 99-07 6.0L | 7.3L Ford Powerstroke | Auto Meter Spek Pro Dual Full Pillar Gauge Kit (EGT, Boost) 08-10 6.4L Ford Powerstroke"
horsepower brand new no core,\b(?:horsepower\s+brand\s+new\s+no\s+core)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,Dynomite Diesel 50 Horsepower Brand New No Core Injector Set 01-04  GM 6.6L Duramax LB7 | Dynomite Diesel 50 Horsepower Brand New No Core Injector Set 04.5-05 6.6L GM Duramax LLY | Dynomite Diesel 50 Horsepower Brand New No Core Injector Set 06-07 6.6L GM Duramax LLY / LBZ
powerflo lift pump intank pump,\b(?:powerflo\s+lift\s+pump\s+intank\s+pump)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,Fleece Performance PowerFlo Lift Pump In-Tank Pump 04.5-07 GM Duramax | Fleece Performance PowerFlo Lift Pump In-Tank Pump 07.5-10 GM Duramax | Fleece Performance PowerFlo Lift Pump In-Tank Pump Assembly 05-09 Dodge 5.9L / 6.7L Cummins
premium stock replacement common rail,\b(?:premium\s+stock\s+replacement\s+common\s+rail)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,BD 1725502 Premium Stock Replacement Common Rail Injector 01-04 GM Duramax LB7 | BD 1725504 Premium Stock Replacement Common Rail Injector 04.5-05 GM Duramax LLY | BD 1725520 Premium Stock Replacement Common Rail Injector 07.5-10 GM Duramax LMM
quietcast semimetallic front brake pads,\b(?:quietcast\s+semimetallic\s+front\s+brake\s+pads)\b,Brakes,Brakes,Brake Pads,Motor Vehicle Braking,8,8,1.0,0.5507,1,1,Bosch QuietCast Semi-Metallic Front Brake Pads 01-04 Ford F250/F350 | Bosch QuietCast Semi-Metallic Front Brake Pads 02 Dodge 2500 With Wear Sensor | Bosch QuietCast Semi-Metallic Front Brake Pads 03-08 Dodge 2500/3500
rear sway bar end links,\b(?:rear\s+sway\s+bar\s+end\s+links)\b,Suspension & Steering,Suspension & Steering,Sway Bar Related,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,5,1,Carli Rear Sway Bar End Links 14-25 Ram 6.7L Cummins 2500 | JKS Manufacturing Adjustable Rear Sway Bar End Links 20-23 Jeep Wrangler JL 3.0L EcoDiesel | Rock Krawler Adjustable Rear Sway Bar End Links 20-24 Jeep Wrangler JL / Gladiator JT
s proguard 7 air filter,\b(?:s\s+proguard\s+7\s+air\s+filter)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,"AFE Power Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter - Universal (6"" ID x 8-1/8"" Base/Top x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (4"" ID x 6"" L x 4.75"" W x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (5"" ID x 7.5""-9"" L x 5.5""-6.75"" W x 7"" H)"
series 5 pushrods set of,\b(?:series\s+5\s+pushrods\s+set\s+of)\b,Engine Components,Engine Components,Tappets / Push Rods,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,"Manton 1/2"" Diameter Series 5 Pushrods (Set of 12) 98.5-18 Dodge 5.9L / 6.7L Cummins | Manton 3/8"" Diameter Series 5 Pushrods (Set of 12) 89-98 Dodge 5.9L Cummins 12 Valve | Manton 3/8"" Diameter Series 5 Pushrods (Set of 12) 98.5-18 Dodge 5.9L / 6.7L Cummins"
