alias_phrase,pattern,type,category,subtype,google_leaf,support_products,dominant_count,precision,confidence,vendor_count,mapping_variants,example_titles
4 turbo back aluminized,\b(?:4\s+turbo\s+back\s+aluminized)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,10,10,1.0,0.6321,1,1,"MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System with Muffler 03-04 Dodge 5.9L Cummins | MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System with Muffler 98.5-02 Dodge 5.9L Cummins | MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System with Muffler 99-03 Ford 7.3L Powerstroke"
48re transmission rebuild kit,\b(?:48re\s+transmission\s+rebuild\s+kit)\b,Automatic Transmission,Automatic Transmission,Rebuild Kits,Motor Vehicle Transmission & Drivetrain Parts,10,10,1.0,0.6321,1,1,SunCoast Category 0 48RE Transmission Rebuild Kit 03-07 Dodge/Ram 5.9L Cummins | SunCoast Category 1 450HP 48RE Transmission Rebuild Kit 03-07 Dodge/Ram 5.9L Cummins | SunCoast Category 1 450HP 48RE Transmission Rebuild Kit w/ Torque Converter 03-07 Dodge 5.9L Cummins
belt idler tensioner pulley,\b(?:belt\s+idler\s+tensioner\s+pulley)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,10,10,1.0,0.6321,1,1,Dayco Belt Idler/Tensioner Pulley | Dual Alternators | 05-07 Ford 6.0L & 11-19 Ford 6.7L Powerstroke | Dayco Drive Belt Idler/Tensioner Pulley 08-10 Ford SuperDuty & 88-95 GM Diesel | Dayco Drive Belt Idler/Tensioner Pulley 16-18 Nissan Titan XD & 03-18 Dodge Ram Cummins
black led projector headlights,\b(?:black\s+led\s+projector\s+headlights)\b,Lighting,Lighting,Headlights,Motor Vehicle Lighting,10,10,1.0,0.6321,1,1,Alpharex LUXX-Series Alpha Black LED Projector Headlights 10-18 Ram 6.7L Cummins | Alpharex LUXX-Series Black LED Projector Headlights 10-18 Dodge Ram 2500 / 3500 | Alpharex Luxx-Series Black LED Projector Headlights 11-16 Ford 6.7L Powerstroke
disc brake pad set,\b(?:disc\s+brake\s+pad\s+set)\b,Brakes,Brakes,Brake Pads,Motor Vehicle Braking,10,10,1.0,0.6321,1,1,NRS Galvanized Disc Brake Pad Set Front 00-02 Ram 2500/3500 | NRS Galvanized Disc Brake Pad Set Front 01-10 GM 2500HD/3500 | NRS Galvanized Disc Brake Pad Set Front 20-23 | Rear '22 | GM 2500HD/3500
novaseries led projector headlights,\b(?:novaseries\s+led\s+projector\s+headlights)\b,Lighting,Lighting,Headlights,Motor Vehicle Lighting,10,10,1.0,0.6321,1,1,Alpharex MK II NOVA-Series LED Projector Headlights 15-19 Chevrolet 2500HD / 3500 | Alpharex NOVA-Series LED Projector Headlights 03-07 Chevrolet 2500HD / 3500 | Alpharex NOVA-Series LED Projector Headlights 05-07 Ford F-250 / F-350
organic street dual disc,\b(?:organic\s+street\s+dual\s+disc)\b,Manual Transmission,Manual Transmission,Dual Disc Clutches,Motor Vehicle Transmission & Drivetrain Parts,10,10,1.0,0.6321,1,1,South Bend Clutch Organic Street Dual Disc 00-05 Dodge 5.9L Cummins NV5600 6 Speed | South Bend Clutch Organic Street Dual Disc 05.5-18 5.9L / 6.7L Cummins G56 6 Speed | South Bend Clutch Organic Street Dual Disc Getrag Clutch 89-93 Dodge 5.9L Cummins
powerflo lift pump intank,\b(?:powerflo\s+lift\s+pump\s+intank)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,10,10,1.0,0.6321,1,1,Fleece Performance PowerFlo Lift Pump In-Tank 11-24 Ram 6.7L Cummins | Fleece Performance PowerFlo Lift Pump In-Tank 20-24 Ram 6.7L Cummins With Factory 50 Gallon Tank | Fleece Performance PowerFlo Lift Pump In-Tank Pump 04.5-07 GM Duramax
quietcast brake rotor rear,\b(?:quietcast\s+brake\s+rotor\s+rear)\b,Brakes,Brakes,Brake Pads,Motor Vehicle Braking,10,10,1.0,0.6321,1,1,Bosch QuietCast Brake Rotor Rear 01-10 GM 2500HD 4WD | 04-10 3500 4WD | Bosch QuietCast Brake Rotor Rear 01-10 GM 3500 Dually | Bosch QuietCast Brake Rotor Rear 03-08 Dodge 2500/3500 4WD
replacement cp3 injection pump,\b(?:replacement\s+cp3\s+injection\s+pump)\b,Fuel Related,Fuel Related,Injection Pumps,Motor Vehicle Fuel Systems,10,10,1.0,0.6321,1,1,Dynomite Diesel New Replacement CP3 Injection Pump 01-04 GM 6.6L Duramax LB7 | Dynomite Diesel New Replacement CP3 Injection Pump 03-07 Ram 5.9L Cummins | Dynomite Diesel New Replacement CP3 Injection Pump 04.5-05 GM 6.6L Duramax LLY
stage 5 transmission package,\b(?:stage\s+5\s+transmission\s+package)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,10,10,1.0,0.6321,1,1,ATS Stage 5 Transmission Package 01-04 6.6L GM Duramax LB7 4WD | ATS Stage 5 Transmission Package 03-04 Dodge 5.9L Cummins | ATS Stage 5 Transmission Package 04.5-05 GM 6.6L Duramax LLY
stage 6 transmission package,\b(?:stage\s+6\s+transmission\s+package)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,10,10,1.0,0.6321,1,1,ATS 3099642188 Stage 6 Transmission Package 96-98 Dodge 5.9L Cummins | ATS 3099643176 Stage 6 Transmission Package 95-97 7.3L Powerstroke 4WD | ATS Stage 6 Transmission Package 01-04 GM 6.6L Duramax LB7
ultra duty replacement starter,\b(?:ultra\s+duty\s+replacement\s+starter)\b,Electrical Components,Electrical Components,Starters,Motor Vehicle Power & Electrical Systems,10,10,1.0,0.6321,1,1,Powermaster Performance 9050 Ultra Duty Replacement Starter 88-94 7.3L Ford IDI Diesel | Powermaster Performance 9051 Ultra Duty Replacement Starter 94-03 7.3L Ford Powerstroke | Powermaster Performance 9052 Ultra Duty Replacement Starter 82-00 GM Diesel 6.2L / 6.5L
belt dual alternators,\b(?:belt\s+dual\s+alternators)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,10,10,1.0,0.6321,1,1,Dayco 6PK1670 Serpentine Belt | Dual Alternators | 03-10 Ford 6.0L Powerstroke | Dayco 6PK3455 Main Drive Belt | Dual Alternators | 03-05 & 10-12 & 03-07 GM 6.6L Duramax | Dayco 6PK3480 Serpentine Belt | Dual Alternators | 02-04 & 06-07 GM 2500HD/3500 6.6L Duramax
ezx tuning module,\b(?:ezx\s+tuning\s+module)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,10,10,1.0,0.6321,1,1,Edge EZX Tuning Module & Insight CTS3 Kit 13-18 Ram 2500/3500 6.7L Cummins | Edge EZX Tuning Module & Insight CTS3 Kit 17-19 Ford 6.7L Powerstroke F-250/350 | Edge EZX Tuning Module & Insight CTS3 Kit 19-24 Ram 2500/3500 6.7L Cummins
forged black milled,\b(?:forged\s+black\s+milled)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,10,10,1.0,0.6321,1,1,"DDC The Mesh Forged Black/Milled 20""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC The Ten Forged Black/Milled 20""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC Wheels Forged Black/Milled Mesh 20""x8.25"" Wheel Set  11-23 GM 3500 Dually"
heater hose heater,\b(?:heater\s+hose\s+heater)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Coolant Hoses,Motor Vehicle Engine Parts,10,10,1.0,0.6321,1,1,Dayco Heater Hose | Heater Inlet | 01-04 GM 2500HD/3500 6.6L Duramax LB7 | Dayco Heater Hose | Heater Inlet | 11-14 GM 2500HD/3500 6.6L Duramax LML | Dayco Heater Hose | Heater Outlet | 07.5-10 Dodge Ram 6.7L Cummins
injector high pressure,\b(?:injector\s+high\s+pressure)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,10,10,1.0,0.6321,1,1,Dipaco DTech DT590011 Injector High Pressure #1 Fuel Line 03-07 Dodge 5.9L Cummins | Dipaco DTech DT590012 Injector High Pressure #2 Fuel Line 03-07 Dodge 5.9L Cummins | Dipaco DTech DT590013 Injector High Pressure #3 Fuel Line 03-07 Dodge 5.9L Cummins
mlx head gasket,\b(?:mlx\s+head\s+gasket)\b,Engine Components,Engine Components,Gaskets,Motor Vehicle Engine Parts,10,10,1.0,0.6321,1,1,"Cometic MLX Head Gasket .060"" Thickness 4.161"" Bore 17-24 GM 6.6L Duramax | Cometic MLX Head Gasket 03-06 Ford 6.0L Powerstroke 18mm Dowel | Cometic MLX Head Gasket 03-07 Ford 6.0L Powerstroke 20mm Dowel"
performance intercooler kit,\b(?:performance\s+intercooler\s+kit)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Intercoolers,Motor Vehicle Engine Parts,10,10,1.0,0.6321,1,1,Mishimoto Air-to-Water Performance Intercooler Kit 11-23 Ford 6.7L Powerstroke | Mishimoto Aluminum Performance Intercooler Kit 06-10 GM 6.6L Duramax | Mishimoto Aluminum Performance Intercooler Kit with Pipes 08-10 Ford 6.4L Powerstroke
pro led light,\b(?:pro\s+led\s+light)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,10,10,1.0,0.6321,1,1,Baja Designs S2 Pro LED Light | Baja Designs S2 Pro LED Light - White Housing | Baja Designs Squadron Pro LED Light
series turbo billet,\b(?:series\s+turbo\s+billet)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,10,10,1.0,0.6321,1,1,Industrial Injection XR Series Turbo Billet 61mm 11-16 GM 6.6L Duramax LML | Industrial Injection XR1 Series Turbo Billet 63.5mm 01-04 6.6L GM Duramax LB7 | Industrial Injection XR1 Series Turbo Billet 64.5mm | 17-19 6.7L Ford Powerstroke
shocks with cdcv,\b(?:shocks\s+with\s+cdcv)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,10,10,1.0,0.6321,1,1,"ICON 2.5"" PBR Front Shocks with CDCV 3-6"" Lift 99-04 Ford F-250/F-350 SuperDuty | ICON 2.5"" PBR Rear Shocks with CDCV 3-8"" Lift 99-16 Ford F-250/F-350 SuperDuty | ICON 2.5"" Piggyback Rear Shocks with CDCV 0-2"" Lift 15-21 GM Colorado/Canyon"
sumospring solo hd,\b(?:sumospring\s+solo\s+hd)\b,Suspension & Steering,Suspension & Steering,Bumpstops,Motor Vehicle Suspension Parts,10,10,1.0,0.6321,1,1,SuperSprings SumoSpring Solo HD Front Overload Bumpstop 05-23 Ford F-250/350/450/550 2WD/4WD | SuperSprings SumoSpring Solo HD Front Overload Bumpstop 11-23 GM 2500HD/3500 2WD/4WD | SuperSprings SumoSpring Solo HD Front Overload Bumpstop 94-23 Ram 2500/3500 4WD
turbo back stainless,\b(?:turbo\s+back\s+stainless)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,10,10,1.0,0.6321,1,1,"MBRP Armor Plus 4"" Turbo Back Stainless Exhaust Kit 00-03 Ford 7.3L Powerstroke Excursion | MBRP Armor Plus 4"" Turbo Back Stainless Exhaust Kit 03-05 Ford 6.0L Powerstroke Excursion | MBRP Armor Plus 4"" Turbo Back Stainless Exhaust System without Muffler 03-07 Ford 6.0L Powerstroke"
turbo cartridge assembly,\b(?:turbo\s+cartridge\s+assembly)\b,Turbos & Accessories,Turbos & Accessories,Cartridges,Motor Vehicle Engine Parts,10,10,1.0,0.6321,1,1,Rotomaster HX35W New Turbo Cartridge Assembly 94-98 Dodge 5.9L Cummins | Rotomaster HX35W New Turbo Cartridge Assembly 98.5-02 Dodge 5.9L Cummins | Rotomaster HY35W New Turbo Cartridge Assembly 00-01 Dodge 5.9L Cummins Auto Trans
battery terminal,\b(?:battery\s+terminal)\b,Electrical Components,Electrical Components,Battery Cables,Motor Vehicle Power & Electrical Systems,10,10,1.0,0.6321,1,1,SDHQ Built Billet Battery Terminal Fuse Kit | SDHQ Built Billet Battery Terminal Kit 17-19 Ford SuperDuty | SDHQ Built Billet Battery Terminal Kit 18-23 Jeep Wrangler JL / 20-23 Gladiator JT 3.0L EcoDiesel
cheetah turbocharger,\b(?:cheetah\s+turbocharger)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,10,10,1.0,0.6321,1,1,Fleece Performance 63mm Billet VNT Cheetah Turbocharger (No Core) 11-16 GM Duramax LML | Fleece Performance 63mm Cheetah Turbocharger 03-07 Dodge 5.9L Cummins | Fleece Performance 63mm Cheetah Turbocharger 17-23 GM 6.6L Duramax L5P
ddc forged,\b(?:ddc\s+forged)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,10,10,1.0,0.6321,1,1,"DDC Forged Mesh Black 22""x 8.25"" Wheel Set 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500 | DDC Forged The Mesh Black 20""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500 | DDC Forged The Mesh Black/Milled 22""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually"
electronic boost,\b(?:electronic\s+boost)\b,Gauges,Gauges,Boost Gauges,Motor Vehicle Sensors & Gauges,10,10,1.0,0.6321,1,1,Isspro EV2 Electronic Boost Gauge #2 And Sensor R42000-Style | Isspro EV2 Electronic Boost Gauge And Sensor 0-60psi R38000-Style | Isspro EV2 Electronic Boost Gauge And Sensor R14000-Style
new modified,\b(?:new\s+modified)\b,Fuel Related,Fuel Related,Injection Pumps,Motor Vehicle Fuel Systems,10,10,1.0,0.6321,1,1,Industrial Injection New Modified 33% Over CP3 Injection Pump 03-07 Dodge 5.9L Cummins | Industrial Injection New Modified 33% Over CP3 Injection Pump 07.5-18 Dodge 6.7L Cummins | Industrial Injection New Modified 42% Over CP3 Injection Pump 01-04 GM Duramax LB7
out muffler,\b(?:out\s+muffler)\b,Exhaust,Exhaust,Mufflers / Resonators,Motor Vehicle Exhaust,10,10,1.0,0.6321,1,1,"Aeroturbine Non-Resonated 2.5"" In x 2.5"" Out Muffler 2525 | Aeroturbine Non-Resonated 3.0"" In x 3.0"" Out Muffler 3030 | Aeroturbine Non-Resonated 3.5"" In x 3.5"" Out Muffler 3535"
over hump,\b(?:over\s+hump)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Floor Mats,Motor Vehicle Interior Fittings,10,10,1.0,0.6321,1,1,WeatherTech DigitalFit Floor Liner Set (Over Hump Front) 07.5-14 Chevy Silverado / GMC Sierra Crew | WeatherTech DigitalFit Floor Liner Set (Over Hump Front) 07.5-14 Chevy Silverado / GMC Sierra Ext | WeatherTech DigitalFit Floor Liner Set (Over Hump Front) 10-12 Dodge Ram Crew Cab 1 Hook
squadron pro,\b(?:squadron\s+pro)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,10,10,1.0,0.6321,1,1,Baja Designs 447604 A-Pillar Mount Kit with Squadron Pro LED Lights 15-19 Canyon / Colorado | Baja Designs Squadron Pro A-Pillar Light Kit / 07-13 GM Silverado | Sierra 2500HD / 3500 | Baja Designs Squadron Pro Angled Flush Mount LED Work / Scene Light
versa ball,\b(?:versa\s+ball)\b,Hitches,Hitches,,Motor Vehicle Engine Parts,10,10,1.0,0.6321,1,1,"Gen-Y Mega-Duty Series 10K Drop Hitch 2"" Offset Shank Hitch & Versa Ball | Gen-Y Mega-Duty Series 10K Drop Hitch 2"" Offset Shank Hitch W/ Versa Ball & Pintle | Gen-Y Mega-Duty Series 10K Drop Hitch 2"" Shank Hitch & Versa Ball"
0723 mercedes sprinter 2 0l,\b(?:0723\s+mercedes\s+sprinter\s+2\s+0l)\b,Water Tanks,Water Tanks,,Motor Vehicle Parts,9,9,1.0,0.5934,1,1,S&B 16 Gallon Passenger Side Undercarriage Fresh Water Tank 07-23 Mercedes Sprinter 2.0L/3.0L Diesel | S&B 22 Gallon Driver Side Undercarriage Fresh Water Tank 07-23 Mercedes Sprinter 2.0L / 3.0L Diesel | S&B 22 Gallon Wheel Well Water Tank 07-23 Mercedes Sprinter 2.0L/3.0L 15-19 Ford Transit 2.0L
100 gph air fuel separation,\b(?:100\s+gph\s+air\s+fuel\s+separation)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,Airdog II-5G 100 GPH Air Fuel Separation Lift Pump 98.5-04.5 Dodge 5.9L Cummins W/Block Mounted Pump | Airdog II-5G 100 GPH Air Fuel Separation Lift Pump 98.5-04.5 Dodge 5.9L Cummins W/In-Tank Pump | Airdog II-5G 100 GPH Air Fuel Separation Lift Pump System 01-10 GM Duramax
100g titanium signature series fuel,\b(?:100g\s+titanium\s+signature\s+series\s+fuel)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,FASS TS C08 100G Titanium Signature Series Fuel Lift Pump 100GPH 92-00 GM 6.5L Turbo Diesel | FASS TS C10 100G Titanium Signature Series Fuel Lift Pump 100GPH 01-10 6.6L GM Duramax | FASS TS C11 100G Titanium Signature Series Fuel Lift Pump 100GPH 11-14 6.6L GM Duramax LML
4 turbo back aluminized exhaust,\b(?:4\s+turbo\s+back\s+aluminized\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,1,1,"MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System with Muffler 03-04 Dodge 5.9L Cummins | MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System with Muffler 98.5-02 Dodge 5.9L Cummins | MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System with Muffler 99-03 Ford 7.3L Powerstroke"
belt weatherstrip seal kit drv,\b(?:belt\s+weatherstrip\s+seal\s+kit\s+drv)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,9,9,1.0,0.5934,1,1,Fairchild Front Inner Belt Weatherstrip Seal Kit | Drv & Pass Side | 88-00 GM 2500HD/3500 | Fairchild Front Inner Belt Weatherstrip Seal Kit | Drv & Pass Side | 94-02 Dodge Ram 2500/3500 | Fairchild Front Outer Belt Weatherstrip Seal Kit | Drv & Pass Side | 87-97 Ford F-250/F-350
dfs780 pro fuel system full,\b(?:dfs780\s+pro\s+fuel\s+system\s+full)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,AFE DFS780 PRO Fuel System (Full Time Operation) 01-16 GM 6.6L Duramax | AFE DFS780 PRO Fuel System (Full Time Operation) 03-04 Dodge Ram 5.9L Cummins | AFE DFS780 PRO Fuel System (Full Time Operation) 05-16 Ram 5.9/6.7L Cummins
disc brake pad set front,\b(?:disc\s+brake\s+pad\s+set\s+front)\b,Brakes,Brakes,Brake Pads,Motor Vehicle Braking,9,9,1.0,0.5934,1,1,NRS Galvanized Disc Brake Pad Set Front 00-02 Ram 2500/3500 | NRS Galvanized Disc Brake Pad Set Front 01-10 GM 2500HD/3500 | NRS Galvanized Disc Brake Pad Set Front 20-23 | Rear '22 | GM 2500HD/3500
drive belt idler tensioner pulley,\b(?:drive\s+belt\s+idler\s+tensioner\s+pulley)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,Dayco Drive Belt Idler/Tensioner Pulley 08-10 Ford SuperDuty & 88-95 GM Diesel | Dayco Drive Belt Idler/Tensioner Pulley 16-18 Nissan Titan XD & 03-18 Dodge Ram Cummins | Dayco Drive Belt Idler/Tensioner Pulley 93-02 Dodge 5.9L Cummins
floor liner set w over,\b(?:floor\s+liner\s+set\s+w\s+over)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Floor Mats,Motor Vehicle Interior Fittings,9,9,1.0,0.5934,1,1,WeatherTech DigitalFit Floor Liner Set (w/ Over the Hump Front) 12-18 Dodge Ram 1500 Quad Cab | WeatherTech DigitalFit Floor Liner Set (w/ Over the Hump Front) 12-18 Dodge Ram Crew Cab | WeatherTech DigitalFit Floor Liner Set (w/ Over the Hump Front) 12-18 Dodge Ram Mega Cab
hd cold air intake system,\b(?:hd\s+cold\s+air\s+intake\s+system)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Cold Air Intakes,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,AFE Momentum HD Cold Air Intake System 01-04 GM 6.6L Duramax LB7 | AFE Momentum HD Cold Air Intake System 03-07 Dodge 5.9L Cummins | AFE Momentum HD Cold Air Intake System 06-07 6.6L GM Duramax LLY | LBZ
ii5g 100 gph air fuel,\b(?:ii5g\s+100\s+gph\s+air\s+fuel)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,Airdog II-5G 100 GPH Air Fuel Separation Lift Pump 98.5-04.5 Dodge 5.9L Cummins W/Block Mounted Pump | Airdog II-5G 100 GPH Air Fuel Separation Lift Pump 98.5-04.5 Dodge 5.9L Cummins W/In-Tank Pump | Airdog II-5G 100 GPH Air Fuel Separation Lift Pump System 01-10 GM Duramax
liner set w over the,\b(?:liner\s+set\s+w\s+over\s+the)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Floor Mats,Motor Vehicle Interior Fittings,9,9,1.0,0.5934,1,1,WeatherTech DigitalFit Floor Liner Set (w/ Over the Hump Front) 12-18 Dodge Ram 1500 Quad Cab | WeatherTech DigitalFit Floor Liner Set (w/ Over the Hump Front) 12-18 Dodge Ram Crew Cab | WeatherTech DigitalFit Floor Liner Set (w/ Over the Hump Front) 12-18 Dodge Ram Mega Cab
lite 4 turbo back aluminized,\b(?:lite\s+4\s+turbo\s+back\s+aluminized)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,1,1,"MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System with Muffler 03-04 Dodge 5.9L Cummins | MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System with Muffler 98.5-02 Dodge 5.9L Cummins | MBRP Armor Lite 4"" Turbo Back Aluminized Exhaust System with Muffler 99-03 Ford 7.3L Powerstroke"
lite 5 turbo back aluminized,\b(?:lite\s+5\s+turbo\s+back\s+aluminized)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,1,1,"MBRP Armor Lite 5"" Turbo Back Aluminized Exhaust 03-07 Ford 6.0L Powerstroke | MBRP Armor Lite 5"" Turbo Back Aluminized Exhaust System with Muffler 03-04 Dodge 5.9L Cummins | MBRP Armor Lite 5"" Turbo Back Aluminized Exhaust System with Muffler 98.5-02 Dodge 5.9L Cummins"
mach force xp 4 stainless,\b(?:mach\s+force\s+xp\s+4\s+stainless)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,1,1,"AFE MACH Force XP 4"" Stainless Cat Back Exhaust 03-04 Dodge 5.9L Cummins | AFE MACH Force XP 4"" Stainless Cat Back Exhaust 03-05 Powerstroke 6.0L Excursion | AFE MACH Force XP 4"" Stainless Cat Back Exhaust 03-07 Ford 6.0L Powerstroke"
magnum flow pro 5r pro,\b(?:magnum\s+flow\s+pro\s+5r\s+pro)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,"AFE Magnum Flow Pro 5R / Pro DRY S Air Filter - Universal (4"" ID x 4.5""-6"" L x 6"" W x 7"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (4"" ID x 6"" L x 4.75"" W x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (5"" ID x 7.5""-9"" L x 5.5""-6.75"" W x 7"" H)"
mercedes sprinter 2 0l 3,\b(?:mercedes\s+sprinter\s+2\s+0l\s+3)\b,Water Tanks,Water Tanks,,Motor Vehicle Parts,9,9,1.0,0.5934,1,1,S&B 16 Gallon Passenger Side Undercarriage Fresh Water Tank 07-23 Mercedes Sprinter 2.0L/3.0L Diesel | S&B 22 Gallon Driver Side Undercarriage Fresh Water Tank 07-23 Mercedes Sprinter 2.0L / 3.0L Diesel | S&B 22 Gallon Wheel Well Water Tank 07-23 Mercedes Sprinter 2.0L/3.0L 15-19 Ford Transit 2.0L
pro dry s proguard 7,\b(?:pro\s+dry\s+s\s+proguard\s+7)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,"AFE Power Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter - Universal (6"" ID x 8-1/8"" Base/Top x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (4"" ID x 6"" L x 4.75"" W x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter (5"" ID x 7.5""-9"" L x 5.5""-6.75"" W x 7"" H)"
pro fuel system full time,\b(?:pro\s+fuel\s+system\s+full\s+time)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,AFE DFS780 PRO Fuel System (Full Time Operation) 01-16 GM 6.6L Duramax | AFE DFS780 PRO Fuel System (Full Time Operation) 03-04 Dodge Ram 5.9L Cummins | AFE DFS780 PRO Fuel System (Full Time Operation) 05-16 Ram 5.9/6.7L Cummins
sae fog pocket light kit,\b(?:sae\s+fog\s+pocket\s+light\s+kit)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,9,9,1.0,0.5934,1,1,Baja Designs Squadron SAE Fog Pocket Light Kit 10-18 Ram 2500 / 3500 | Baja Designs Squadron SAE Fog Pocket Light Kit 15-19 GM Colorado / Canyon / Silverado / Sierra | Baja Designs Squadron SAE Fog Pocket Light Kit 17-22 Ford F-250 / F-350 SuperDuty 4x4
